label,confidence
0.0,0.5664879679679871
1.0,-0.5224856734275818
0.0,0.8845070004463196
0.0,0.9390383362770081
0.0,0.7844022512435913
0.0,0.8123931884765625
0.0,0.7401738166809082
0.0,0.8266417980194092
1.0,-0.9520889520645142
0.0,0.6866106390953064
0.0,0.7299016714096069
0.0,0.9124792814254761
1.0,-0.9865764379501343
0.0,0.8018743991851807
0.0,0.8247768878936768
0.0,0.8228177428245544
0.0,0.8558405041694641
0.0,0.8902983069419861
0.0,0.5945063233375549
1.0,-0.9009891152381897
0.0,0.8274223208427429
0.0,0.8752498626708984
0.0,0.9324663281440735
0.0,0.8418377637863159
0.0,0.8101567029953003
0.0,0.8787559866905212
0.0,0.9152112007141113
0.0,0.7753852605819702
0.0,0.7926769852638245
1.0,-0.5010119676589966
1.0,-0.5826565027236938
0.0,0.8508924841880798
0.0,0.855710506439209
0.0,0.5447320938110352
0.0,0.9550507664680481
0.0,0.8252585530281067
0.0,0.8241510391235352
0.0,0.6563976407051086
0.0,0.8823469877243042
0.0,0.8371686339378357
0.0,0.8426837921142578
0.0,0.5221790075302124
0.0,0.7643872499465942
1.0,-0.5216596722602844
0.0,0.8945396542549133
0.0,0.8404271006584167
0.0,0.5957127213478088
0.0,0.9387884736061096
0.0,0.6548462510108948
0.0,0.8972790241241455
0.0,0.6857378482818604
1.0,-0.5069516897201538
0.0,0.9496909976005554
0.0,0.66462242603302
0.0,0.8241321444511414
0.0,0.6206547021865845
0.0,0.8104985356330872
0.0,0.914761483669281
1.0,-0.713699221611023
1.0,-0.9517651796340942
0.0,0.8558170795440674
1.0,-0.9268316626548767
0.0,0.8712185621261597
1.0,-0.5284267067909241
0.0,0.757331371307373
0.0,0.7882906794548035
0.0,0.5879014134407043
0.0,0.8036726117134094
1.0,-0.7771369814872742
0.0,0.9711733460426331
1.0,-0.715438961982727
0.0,0.5912700891494751
0.0,0.8931146860122681
1.0,-0.9473254084587097
1.0,-0.5270030498504639
0.0,0.7170559763908386
0.0,0.8520139455795288
0.0,0.6884958148002625
0.0,0.6892535090446472
0.0,0.7306821942329407
0.0,0.8669989705085754
0.0,0.8369565010070801
0.0,0.6403506398200989
1.0,-0.5355153679847717
0.0,0.7712648510932922
0.0,0.8159999251365662
0.0,0.6947482824325562
0.0,0.7741594910621643
1.0,-0.5596150755882263
0.0,0.9342835545539856
1.0,-0.5267475247383118
0.0,0.7700617909431458
0.0,0.8469066619873047
1.0,-0.9132897853851318
0.0,0.6218846440315247
0.0,0.7265076637268066
0.0,0.8363061547279358
0.0,0.8541229367256165
0.0,0.9527875185012817
0.0,0.9054493308067322
0.0,0.5780019164085388
0.0,0.6918125152587891
1.0,-0.5302441716194153
0.0,0.7533987164497375
0.0,0.5705692172050476
0.0,0.9437191486358643
0.0,0.8357990384101868
0.0,0.9576997756958008
0.0,0.8249409794807434
0.0,0.8234697580337524
0.0,0.8192018270492554
0.0,0.9317823052406311
0.0,0.7671764492988586
0.0,0.7660672068595886
0.0,0.8645533323287964
0.0,0.633389413356781
0.0,0.9362897276878357
1.0,-0.7588350176811218
0.0,0.8215081095695496
1.0,-0.8976830840110779
0.0,0.815973699092865
0.0,0.8260659575462341
0.0,0.8739045262336731
0.0,0.8803690671920776
0.0,0.7656205296516418
1.0,-0.7839637994766235
0.0,0.6567935347557068
0.0,0.8482151031494141
0.0,0.9528154134750366
0.0,0.7147009372711182
0.0,0.8600406646728516
0.0,0.6893926858901978
1.0,-0.8586261868476868
0.0,0.841708779335022
0.0,0.8348330855369568
0.0,0.7776707410812378
0.0,0.8712760806083679
0.0,0.5992087721824646
1.0,-0.7612050771713257
0.0,0.7617623209953308
0.0,0.7516788244247437
0.0,0.9197133779525757
0.0,0.805020809173584
1.0,-0.5495777130126953
0.0,0.8668010830879211
0.0,0.8481850028038025
0.0,0.8857332468032837
0.0,0.6591298580169678
1.0,-0.6420299410820007
0.0,0.9522121548652649
0.0,0.7226088047027588
0.0,0.7498611807823181
0.0,0.8543223142623901
0.0,0.9165579676628113
0.0,0.8140037059783936
0.0,0.9423101544380188
0.0,0.9323909878730774
0.0,0.9437415599822998
0.0,0.9794024229049683
0.0,0.7577969431877136
0.0,0.8814719319343567
0.0,0.8210355639457703
0.0,0.8683607578277588
0.0,0.5111809372901917
0.0,0.6803399920463562
0.0,0.9041714668273926
0.0,0.6847606301307678
0.0,0.819523274898529
0.0,0.8210258483886719
0.0,0.83222895860672
0.0,0.6519302129745483
0.0,0.8825123310089111
0.0,0.6516888737678528
0.0,0.7102787494659424
0.0,0.9040105938911438
1.0,-0.52992844581604
0.0,0.8140376210212708
1.0,-0.9222924113273621
0.0,0.8988948464393616
1.0,-0.9787165522575378
0.0,0.8403931856155396
0.0,0.5354270935058594
0.0,0.789875864982605
1.0,-0.9511491060256958
0.0,0.8002333045005798
0.0,0.9309089779853821
0.0,0.9054816961288452
0.0,0.636400043964386
0.0,0.7399598360061646
0.0,0.9556999802589417
0.0,0.7210199236869812
0.0,0.5982616543769836
0.0,0.5956631302833557
0.0,0.616161048412323
0.0,0.8918166160583496
0.0,0.6726588010787964
0.0,0.7370951771736145
0.0,0.8036511540412903
1.0,-0.5689472556114197
1.0,-0.8732284307479858
0.0,0.8274129033088684
0.0,0.7002997398376465
0.0,0.9142714738845825
0.0,0.8589328527450562
0.0,0.5054174065589905
0.0,0.9083373546600342
0.0,0.8700391054153442
0.0,0.8868206739425659
0.0,0.5073272585868835
0.0,0.8537893891334534
0.0,0.7141955494880676
0.0,0.8405885696411133
0.0,0.8538301587104797
0.0,0.7617025971412659
0.0,0.9502838850021362
0.0,0.569087028503418
0.0,0.6768730282783508
0.0,0.9303272366523743
0.0,0.7780362367630005
0.0,0.9506345987319946
0.0,0.8832088112831116
0.0,0.7876047492027283
0.0,0.6820365786552429
0.0,0.5278090238571167
0.0,0.8395479917526245
0.0,0.8670823574066162
0.0,0.8973506689071655
0.0,0.7666102647781372
0.0,0.5301756858825684
1.0,-0.5702118873596191
0.0,0.88414067029953
0.0,0.6346555352210999
0.0,0.7842505574226379
0.0,0.6947704553604126
0.0,0.9614638686180115
0.0,0.6821643114089966
0.0,0.8666873574256897
0.0,0.8109338879585266
0.0,0.6280731558799744
0.0,0.840222954750061
1.0,-0.5238144993782043
0.0,0.737457811832428
0.0,0.9309949278831482
0.0,0.87696373462677
1.0,-0.6426244974136353
0.0,0.8216208815574646
0.0,0.9302729368209839
0.0,0.8553327322006226
0.0,0.8562718629837036
1.0,-0.7289409041404724
